"","Name","description","timestamp","begin","end","altitudeMode","tessellate","extrude","visibility","drawOrder","icon","ADDRESSBLOCKHOUSENUMBER","LATITUDE","EST_ORIGINAL_COMPLETION_DATE","STATUS","CLEANINGSTARTDATE","ADDRESSUNITNUMBER","ADDRESSFLOORNUMBER","NO_OF_FOOD_STALLS","HYPERLINK","REGION","APPROXIMATE_GFA","LONGITUDE","INFO_ON_CO_LOCATORS","NO_OF_MARKET_STALLS","AWARDED_DATE","LANDYADDRESSPOINT","CLEANINGENDDATE","PHOTOURL","ADDRESSTYPE","RNR_STATUS","ADDRESSBUILDINGNAME","HUP_COMPLETION_DATE","LANDXADDRESSPOINT","ADDRESSSTREETNAME","ADDRESSPOSTALCODE","DESCRIPTION_MYENV","IMPLEMENTATION_DATE","ADDRESS_MYENV","INC_CRC","FMEL_UPD_D","snippet","X","index","lon","lat","popular_times","time_spent","current_popularity","filled","peak","sun0","sun1","sun2","sun3","sun4","sun5","sun6","sun7","sun8","sun9","sun10","sun11","sun12","sun13","sun14","sun15","sun16","sun17","sun18","sun19","sun20","sun21","sun22","sun23","mon0","mon1","mon2","mon3","mon4","mon5","mon6","mon7","mon8","mon9","mon10","mon11","mon12","mon13","mon14","mon15","mon16","mon17","mon18","mon19","mon20","mon21","mon22","mon23","tue0","tue1","tue2","tue3","tue4","tue5","tue6","tue7","tue8","tue9","tue10","tue11","tue12","tue13","tue14","tue15","tue16","tue17","tue18","tue19","tue20","tue21","tue22","tue23","wed0","wed1","wed2","wed3","wed4","wed5","wed6","wed7","wed8","wed9","wed10","wed11","wed12","wed13","wed14","wed15","wed16","wed17","wed18","wed19","wed20","wed21","wed22","wed23","thu0","thu1","thu2","thu3","thu4","thu5","thu6","thu7","thu8","thu9","thu10","thu11","thu12","thu13","thu14","thu15","thu16","thu17","thu18","thu19","thu20","thu21","thu22","thu23","fri0","fri1","fri2","fri3","fri4","fri5","fri6","fri7","fri8","fri9","fri10","fri11","fri12","fri13","fri14","fri15","fri16","fri17","fri18","fri19","fri20","fri21","fri22","fri23","sat0","sat1","sat2","sat3","sat4","sat5","sat6","sat7","sat8","sat9","sat10","sat11","sat12","sat13","sat14","sat15","sat16","sat17","sat18","sat19","sat20","sat21","sat22","sat23"
"20","Bendemeer Road Blk 29 (Bendemeer Market and Food Centre)","HUP Standard Upgrading","","","","",-1,0,-1,0,"","29","","17/3/1971","Existing","","","","","","","","","","","","33497.85","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262226446535.jpg","I","","","31/12/2004","31305.63","Bendemeer Road","330029","","","Blk 29, Bendemeer Road, Singapore 330029","A7DB5A3E665DE46E","20210330151704","",35,35,1.31906709903321,103.860926950918,0,"People typically spend 25 min to 1 hr here",95,0,12,0,0,0,0,0,0,0,56,85,98,95,88,78,61,41,27,22,19,17,13,8,0,0,0,0,0,0,0,0,0,0,55,66,63,60,74,84,65,36,22,21,23,22,18,12,0,0,0,0,0,0,0,0,0,0,59,72,68,64,78,88,66,35,22,22,24,23,18,12,0,0,0,0,0,0,0,0,0,0,60,74,71,69,84,94,72,40,25,24,25,24,20,13,0,0,0,0,0,0,0,0,0,0,63,78,73,69,86,100,76,41,25,25,27,27,22,15,0,0,0,0,0,0,0,0,0,0,63,77,73,67,76,84,67,39,23,20,21,20,16,11,0,0,0,0,0,0,0,0,0,0,60,87,95,88,81,77,63,42,27,21,19,17,14,10,0,0,0
"44","Empress Road Blk 7 (Empress Road Market and Food Centre)","HUP Standard Upgrading","","","","",-1,0,-1,0,"","7","","26/3/1976","Existing","","","","","","","","","","","","33169.3","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262152572393.jpg","I","","","2/12/2008","24919.24","Empress Road","260007","","","Blk 7, Empress Road, Singapore 260007","2DAAEFC79D87F782","20210330151704","",91,91,1.31626409903527,103.803437150918,0,"People typically spend 15-45 min here",96,0,11,1,1,1,1,1,6,20,42,68,90,99,92,78,65,55,50,45,39,33,26,19,12,7,2,1,1,1,1,0,4,8,14,22,33,45,54,57,51,41,31,24,20,17,14,11,7,4,1,1,1,1,1,1,4,22,57,86,85,76,90,96,69,42,31,27,24,21,17,12,8,4,1,1,1,1,1,2,12,29,50,65,70,74,83,88,75,53,37,29,25,21,17,12,8,5,1,1,1,1,1,3,11,22,37,55,71,81,83,77,66,53,43,34,26,20,15,10,5,2,1,1,1,1,1,3,11,23,39,58,73,82,81,74,62,51,42,34,28,22,16,11,6,3,0,0,1,1,1,1,8,24,52,82,100,99,88,77,69,61,51,41,32,24,18,13,9,5,3
"47","Geylang Serai Market","HUP Rebuilding","","","","",-1,0,-1,0,"","","","3/7/2009","Existing","","","","","","","11534.9","","","","","33222.72","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155542468.jpg","I","","","3/7/2009","35223.38","Geylang Serai","402001","","","1, Geylang Serai, Singapore 402001","A247BF61FBD3E2E3","20210330151704","",94,94,1.31672839903493,103.896082650918,0,"People typically spend 30 min to 1.5 hr here",100,0,11,0,0,0,0,0,0,28,50,73,89,97,100,98,92,82,70,57,45,32,21,12,5,0,0,0,0,0,0,0,0,2,5,8,11,15,17,19,20,20,18,16,14,10,7,4,0,0,0,0,0,0,0,0,0,10,19,31,44,55,61,59,51,40,31,24,19,14,10,6,0,0,0,1,1,1,0,2,6,12,21,34,48,59,64,60,51,40,31,25,20,16,11,7,4,1,1,0,0,0,0,0,0,13,24,40,56,67,70,65,55,44,36,29,24,19,14,10,0,0,0,0,0,0,0,0,0,16,29,44,58,65,66,60,50,42,34,28,22,17,12,7,0,0,0,0,0,0,0,0,0,27,50,72,86,92,94,93,87,77,66,57,49,41,32,23,15,0,0
"2","Aljunied Ave 2 Blk 117 (Blk 117 Aljunied Market and Food Centre)","HUP Standard Upgrading","","","","",-1,0,-1,0,"","117","","15/9/1978","Existing","","","","","","","","","","","","33656.16","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154437879.jpg","I","","","30/11/2005","33976.33","Aljunied Ave 2","380117","","","Blk 117, Aljunied Ave 2, Singapore 380117","AA7744C0BF961D25","20210330151704","",60,60,1.32055799903213,103.884464750918,0,"People typically spend 25 min to 1 hr here",85,0,12,0,0,0,0,0,0,19,50,84,100,96,88,79,59,36,24,22,22,21,17,12,0,0,0,0,0,0,0,0,0,18,44,61,55,46,59,74,57,28,14,15,18,18,15,10,0,0,0,0,0,0,0,0,0,18,43,57,49,43,61,76,57,27,15,16,19,19,17,12,0,0,0,0,0,0,0,0,0,25,50,64,58,49,63,82,64,31,17,17,19,19,17,13,0,0,0,0,0,0,0,0,0,23,50,67,58,46,62,84,63,29,18,19,21,20,17,12,0,0,0,0,0,0,0,0,0,27,55,67,56,44,60,76,59,28,14,15,18,20,17,13,0,0,0,0,0,0,0,0,0,20,48,75,82,75,70,70,57,36,23,20,22,23,20,14,0,0,0
"107","West Coast Drive Blk 502 (Ayer Rajah Market)","Not eligible for HUP","","","","",-1,0,-1,0,"","502","","19/1/1995","Existing","","","","","","","","","","","","32687.74","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265168297394.jpg","I","","","","19747.53","West Coast Drive","120502","","","Blk 502, West Coast Drive, Singapore 120502","2DBB0A9F6454B21E","20210330151704","",26,26,1.31186949903848,103.757588450918,0,"People typically spend 20 min to 1 hr here",51,0,12,1,0,0,0,0,0,19,35,50,61,69,74,72,64,56,55,61,68,70,62,48,32,18,7,2,0,0,0,0,0,17,35,45,40,41,62,80,65,43,40,47,54,55,49,40,28,17,8,3,0,0,0,0,0,20,38,47,44,45,65,80,66,43,38,47,56,60,57,47,34,21,10,4,0,0,0,0,0,21,41,50,46,50,81,100,76,49,47,56,64,65,59,47,34,21,11,4,0,0,0,0,0,23,45,53,45,48,74,90,71,46,43,53,62,66,61,50,35,22,11,7,0,0,0,0,0,21,43,53,48,50,69,82,69,47,40,47,58,66,66,58,45,30,17,8,0,0,0,0,0,20,39,55,63,67,73,77,70,58,54,60,70,75,72,62,47,31,17
"45","Eunos Crescent Blk 4A","HUP Standard Upgrading","","","","",-1,0,-1,0,"","4A","","7/7/2000","Existing","","","","","","","","","","","","33621.21","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267873497497.jpg","I","","","30/3/2012","35895.18","Eunos Crescent","402004","","","Blk 4A, Eunos Crescent, Singapore 402004","E0DC5CBB9268718E","20210330151704","",92,92,1.32034189903228,103.901843350918,0,"People typically spend 20-45 min here",60,0,8,0,0,0,0,0,0,34,66,91,100,95,86,73,56,43,38,40,42,41,35,25,16,0,0,0,0,0,0,0,0,24,44,50,41,35,44,51,42,27,21,25,30,32,29,22,14,0,0,0,0,0,0,0,0,31,58,69,58,50,57,59,45,29,25,29,34,35,32,24,16,0,0,0,0,0,0,0,0,36,66,76,65,58,64,64,49,32,26,31,38,42,40,33,22,0,0,0,0,0,0,0,0,37,69,80,66,58,68,71,52,33,27,33,39,40,36,28,18,0,0,0,0,0,0,0,0,37,69,82,71,58,60,64,57,43,33,33,38,41,38,30,20,0,0,0,0,0,0,0,0,42,75,98,100,89,80,73,59,43,35,35,37,37,33,26,17,0,0
"109","Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre)","HUP Standard Upgrading","","","","",-1,0,-1,0,"","90","","26/8/1976","Existing","","","","","","","","","","","","33909.85","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154207158.jpg","I","","","25/10/2007","30428.25","Whampoa Drive","320090","","","Blk 90, Whampoa Drive, Singapore 320090","16F08FA0DF20828F","20210330151704","",28,28,1.32325999903015,103.852203050918,0,"0",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"46","Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre)","Opted out of HUP","","","","",-1,0,-1,0,"","69","","16/1/1974","Existing","","","","","","","","","","","","33746.13","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/blk-69-geylang-bahru.jpg","I","","","","32082.77","Geylang Bahru","330069","","","Blk 69, Geylang Bahru, Singapore 330069","1CDA71371CC2DA75","20210330151704","",93,93,1.32143999903147,103.867978950918,0,"People typically spend 30 min to 1 hr here",90,0,12,0,0,0,0,0,0,0,40,67,84,90,91,90,80,60,42,42,60,76,70,44,18,2,1,0,0,0,0,0,0,19,39,50,44,44,68,90,73,36,18,26,47,62,60,42,20,5,1,0,0,0,0,0,0,20,40,52,48,45,62,81,71,40,23,32,53,68,64,44,21,5,1,0,0,0,0,0,0,24,48,58,49,46,69,91,76,40,22,32,58,77,73,49,22,5,1,0,0,0,0,0,0,23,47,58,49,47,74,100,83,43,23,33,59,78,76,53,26,7,1,0,0,0,0,0,0,22,45,55,45,43,67,91,77,42,24,33,56,74,72,53,28,9,0,0,0,0,0,0,0,19,42,61,68,68,74,82,76,53,36,40,59,76,74,54,28,9,0
"74","New Upper Changi Road Blk 58","HUP Standard Upgrading","","","","",-1,0,-1,0,"","58","","27/2/1978","Existing","","","","","","","","","","","","34047.74","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153263293.jpg","I","","","16/9/2008","39998.6","New Upper Changi Road","461058","","","Blk 58, New Upper Changi Road, Singapore 461058","57B99402997CB2CA","20210330151704","",51,51,1.3241261,103.94118435,0,"0",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"19","Bedok South Road Blk 16","HUP Standard Upgrading","","","","",-1,0,-1,0,"","16","","12/5/1975","Existing","","","","","","","","","","","","33645.7","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267853021378.jpg","I","","","20/9/2012","39376.14","Bedok South Road","460016","","","Blk 16, Bedok South Road, Singapore 460016","483F3877120EF5AA","20210330151704","",34,34,1.32041809903223,103.933294350918,0,"People typically spend 30 min to 1 hr here",100,0,12,0,0,0,0,0,0,0,0,68,95,100,93,84,66,42,27,29,37,39,31,0,0,0,0,0,0,0,0,0,0,0,0,28,33,30,39,55,45,20,12,18,24,24,18,0,0,0,0,0,0,0,0,0,0,0,0,45,51,49,61,71,54,27,14,17,28,33,28,0,0,0,0,0,0,0,0,0,0,0,0,45,52,50,59,69,58,33,17,17,27,33,30,0,0,0,0,0,0,0,0,0,0,0,0,50,54,52,63,73,59,30,14,16,28,37,32,0,0,0,0,0,0,0,0,0,0,0,0,51,57,48,58,69,53,26,14,19,30,35,30,0,0,0,0,0,0,0,0,0,0,0,0,66,85,87,82,73,56,36,25,25,32,34,28,0,0,0,0
"1","Adam Road Food Centre","HUP Standard Upgrading","","","","",-1,0,-1,0,"","2","","1974","Existing","","","","","","","941.5","","","","","34041.56","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267437914368.jpg","I","","","30/4/2002","25868.4","Adam Road","289876","","","2, Adam Road, Singapore 289876","EC26BEAC6FC68D04","20210330151704","",59,59,1.32404139902957,103.811960450918,0,"People typically spend 15-45 min here",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,76,64,76,88,82,71,65,65,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,83,78,80,89,91,84,77,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,83,72,83,100,96,80,72,74,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,80,75,84,99,98,83,72,72,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,81,66,79,95,93,79,69,69,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","New Upper Changi Road Blk 208B","New Replacement Centre","","","","",-1,0,-1,0,"","208B","","15/11/2014","Existing","","","","","","","","","","","","34108.62","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/bedok-interchange-hawker-centre.jpg","I","","","","38822.05","New Upper Changi Road","462208","","","Blk 208B, New Upper Changi Road, Singapore 462208","03BAD66511FD945D","20210330151704","",50,50,1.34026449901769,103.852227550918,0,"People typically spend 30 min to 1 hr here",87,0,13,0,0,0,0,0,0,0,0,0,0,0,0,89,100,69,51,56,66,69,65,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,37,27,35,44,51,52,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,75,47,31,37,50,60,62,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,78,46,33,44,57,65,66,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,76,42,32,42,55,64,65,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,90,66,51,59,72,78,76,66,0,0,0
"36","Circuit Road Blk 89","HUP Standard Upgrading","","","","",-1,0,-1,0,"","89","","1/9/1967","Existing","","","","","","","","","","","","33965.43","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154127554.jpg","I","","","8/4/2009","33801.62","Circuit Road","370089","","","Blk 89, Circuit Road, Singapore 370089","4EDE2CCE3A356895","20210330151704","",83,83,1.32344639903001,103.883208350918,0,"People typically spend 30 min here",30,0,8,0,0,0,0,0,12,35,67,93,100,84,59,35,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,43,51,44,32,24,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,37,62,68,54,38,30,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,57,66,55,41,35,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33,57,66,55,41,33,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,59,69,58,43,34,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,65,85,85,70,50,33,19,0,0,0,0,0,0,0,0,0,0
"35","Circuit Road Blk 80 (80 Circuit Road Market and Food Centre)","HUP Reconfiguration","","","","",-1,0,-1,0,"","80","","1/9/1967","Existing","","","","","","","","","","","","34452.44","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153912521.jpg","I","","","22/2/2003","33988.5","Circuit Road","370080","","","Blk 80, Circuit Road, Singapore 370080","3BE7F742E98EBFE9","20210330151704","",82,82,1.32777889902683,103.884751850918,0,"People typically spend 15-45 min here",79,0,8,0,0,0,0,0,6,23,50,80,100,98,77,50,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,32,41,39,29,28,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,54,68,59,46,45,40,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,48,62,59,45,38,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,49,69,64,47,42,39,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,52,68,60,43,36,33,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,53,77,90,85,67,44,25,0,0,0,0,0,0,0,0,0,0
"14","Bedok North Street 1 Blk 216","HUP Standard Upgrading","","","","",-1,0,-1,0,"","216","","21/8/1979","Existing","","","","","","","","","","","","34365.56","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154705733.jpg","I","","","15/12/2008","39118.19","Bedok North Street 1","460216","","","Blk 216, Bedok North Street 1, Singapore 460216","B8E4DB8C5DC40E07","20210330151704","",72,72,1.32752189902704,103.931185850918,0,"People typically spend 30 min to 1 hr here",87,0,8,0,0,0,0,0,0,32,62,88,99,98,90,70,42,18,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,21,42,50,41,37,45,45,30,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,60,69,60,59,66,57,32,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,58,66,58,58,65,56,33,14,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,33,63,78,68,59,64,62,42,19,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,30,56,69,61,54,62,62,40,16,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,42,79,100,94,82,75,62,39,18,7,3,2,0,0,0,0,0,0
"34","Circuit Road Blk 79/79A","HUP Standard Upgrading","","","","",-1,0,-1,0,"","79/79A","","31/3/1971","Existing","","","","","","","","","","","","34297.67","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1280824598.jpg","I","","","11/5/2010","33756.46","Circuit Road","370079","","","Blk 79/79A, Circuit Road, Singapore 370079/371079","B1F15E00618BA3B5","20210330151704","",81,81,1.32777889902683,103.884751850918,0,"People typically spend 15-45 min here",53,0,8,0,0,0,0,0,6,23,50,80,100,98,77,50,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,32,41,39,29,28,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,54,68,59,46,45,40,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,48,62,59,45,38,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,49,69,64,47,42,39,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,52,68,60,43,36,33,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,53,77,90,85,67,44,25,0,0,0,0,0,0,0,0,0,0
"15","Bedok North Street 3 Blk 511 (Kaki Bukit 511 Market and Food Centre)","HUP Standard Upgrading","","","","",-1,0,-1,0,"","511","","16/3/1979","Existing","","","","","","","","","","","","35049.33","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265166047112.jpg","I","","","1/7/2004","38826.65","Bedok North Street 3","460511","","","Blk 511, Bedok North Street 3, Singapore 460511","29D02D34F4826475","20210330151704","",73,73,1.33325649902282,103.928411950918,0,"People typically spend 25 min to 1 hr here",73,0,19,1,0,0,0,0,0,16,43,75,97,100,86,67,50,42,49,66,84,93,88,71,48,27,11,2,0,0,0,0,0,9,18,24,24,26,35,41,34,24,25,35,48,55,56,49,36,22,10,3,0,0,0,0,0,11,23,33,39,44,47,47,40,31,28,34,48,62,67,62,47,29,14,5,0,0,0,0,0,13,28,39,43,46,50,51,43,33,30,41,58,73,79,72,56,36,18,3,0,0,0,0,0,17,34,44,43,41,46,51,45,33,29,37,53,68,73,67,51,32,15,8,0,0,0,0,0,18,36,45,43,39,41,43,39,30,27,35,51,68,77,74,59,40,21,5,0,0,0,0,0,14,39,66,78,74,66,62,55,42,38,51,72,91,96,86,65,40,19
"18","Bedok Reservoir Road Blk 630","HUP Rebuilding","","","","",-1,0,-1,0,"","630","","30/6/1982","Existing","","","","","","","","","","","","35039.64","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155176127.jpg","I","","","28/2/2006","36985","Bedok Reservoir Road","470630","","","Blk 630, Bedok Reservoir Road, Singapore 470630","BBA7FF2B2C2C130F","20210330151704","",33,33,1.33315719902289,103.911920950918,0,"People typically spend 45 min here",11,0,12,0,0,0,0,0,0,9,20,29,29,24,25,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,77,100,57,45,58,47,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,23,22,13,14,39,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,22,20,12,11,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,30,23,10,15,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,18,18,13,12,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,22,25,22,22,46,50,0,0,0,0,0,0,0,0,0,0
"16","Bedok North Street 3 Blk 538","HUP Standard Upgrading","","","","",-1,0,-1,0,"","538","","30/4/1979","Existing","","","","","","","","","","","","34887.31","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262227194623.jpg","I","","","3/12/2010","38185.86","Bedok North Street 3","460538","","","Blk 538, Bedok North Street 3, Singapore 460538","F1A5DD5A88C6320D","20210330151704","",74,74,1.33188419902384,103.922900550918,0,"People typically spend 20 min to 1 hr here",100,0,8,0,0,0,0,0,0,27,58,87,100,97,86,68,42,21,11,9,9,8,6,3,0,0,0,0,0,0,0,0,0,18,36,46,44,38,37,33,20,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,47,58,53,45,45,42,28,13,5,4,6,7,5,2,0,0,0,0,0,0,0,0,0,27,49,59,55,49,49,46,31,13,4,3,4,6,7,6,0,0,0,0,0,0,0,0,0,25,45,56,54,49,50,47,32,14,4,2,3,4,4,2,0,0,0,0,0,0,0,0,0,28,51,62,56,47,44,41,28,13,4,2,3,4,4,2,0,0,0,0,0,0,0,0,0,26,57,81,86,78,71,61,42,22,11,9,9,9,7,4,0,0,0
"110","Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market)","HUP Standard Upgrading","","","","",-1,0,-1,0,"","91/92","","3/1/1973","Existing","","","","","","","","","","","","33962.78","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154257763.jpg","I","","","25/10/2007","30309.21","Whampoa Drive","320091","","","Blk 91/92, Whampoa Drive, Singapore 320091/320092","38A4F531009B6C26","20210330151704","",29,29,1.3231864490302,103.852306250918,0,"0",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"103","Toa Payoh Lorong 7 Blk 22 (Kim Keat Palm Market and Food Centre)","HUP Reconfiguration","","","","",-1,0,-1,0,"","22","","2/3/1970","Existing","","","","","","","","","","","","35268.64","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265168256123.jpg","I","","","16/7/2004","30639.5","Lorong 7 Toa Payoh","310022","","","Blk 22, Lorong 7 Toa Payoh, Singapore 310022","E43A2111F5B01E10","20210330151704","",22,22,1.33523099902138,103.854832950918,0,"People typically spend 20 min to 1 hr here",100,0,12,0,0,0,0,0,0,21,42,67,89,100,95,80,61,48,42,42,43,41,35,26,0,0,0,0,0,0,0,0,0,17,28,37,43,52,63,64,49,32,25,28,34,36,32,24,0,0,0,0,0,0,0,0,0,20,37,47,50,54,63,66,54,36,26,26,31,33,31,24,0,0,0,0,0,0,0,0,0,21,38,49,51,56,67,70,57,38,29,30,33,34,31,24,0,0,0,0,0,0,0,0,0,21,42,56,57,54,63,73,61,38,30,31,34,34,30,24,0,0,0,0,0,0,0,0,0,22,40,52,53,51,59,67,55,34,25,27,30,31,28,23,0,0,0,0,0,0,0,0,0,23,44,66,82,89,85,73,58,45,38,37,37,35,31,24,0,0,0
